11	0.024	3.1	1936.491673	170.3885503
12	0.00058	3.2	12456.82198	167.7050983
13	0.03	3.2	1732.050808	167.7050983
21	0.00058	6.9	12456.82198	114.2080481
22	0.039	8.6	1519.109051	102.2991509
23	0.047	9.3	1383.796812	98.37387537
31	0.03	9.1	1732.050808	99.44903162
32	0.06	12.6	1224.744871	84.51542547
33	0.084	15.2	1035.098339	76.94837641

